spA	spB	mya	pct_id	clade
baccgen	bcorhaw	62.20376187	82.71604938271605	Vertebrates
baccgen	bgalgal	93.33076962	72.97297297297297	Vertebrates
baccgen	bporhoc	16.07946231	73.46938775510205	Vertebrates
baccgen	btaegut	62.20376187	85.18518518518519	Vertebrates
baccgen	facirut	436.52744904	65.625	Vertebrates
baccgen	falosap	436.52744905000003	57.69230769230769	Vertebrates
baccgen	fbarbab	436.52744906500004	55.12820512820513	Vertebrates
baccgen	fdanrer	436.52744906500004	53.84615384615385	Vertebrates
baccgen	fpanhyp	436.52744905500003	59.72222222222222	Vertebrates
baccgen	fphogun	436.52744906500004	57.142857142857146	Vertebrates
baccgen	ftaubub	436.52744906500004	58.44155844155844	Vertebrates
baccgen	ftelbon	436.52744908	55.84415584415584	Vertebrates
baccgen	fthualb	436.52744906450005	59.74025974025974	Vertebrates
baccgen	fthumac	436.52744906450005	59.74025974025974	Vertebrates
baccgen	ftoxjac	436.52744906500004	59.74025974025974	Vertebrates
baccgen	ftratra	436.52744906500004	55.84415584415584	Vertebrates
baccgen	mcerela	321.31119018000004	60.75949367088607	Vertebrates
baccgen	mdicbic	321.31119018000004	64.55696202531645	Vertebrates
baccgen	melemax	321.31119018000004	59.49367088607595	Vertebrates
baccgen	mlemcat	321.31119019	60.75949367088607	Vertebrates
baccgen	mmelmel	321.31119018000004	61.03896103896104	Vertebrates
baccgen	morcorc	321.31119018000004	63.29113924050633	Vertebrates
baccgen	rviplat	286.66870526	53.521126760563384	Vertebrates
bcorhaw	bgalgal	93.33076962	85.26315789473684	Vertebrates
bcorhaw	bporhoc	62.20376187	91.42857142857143	Vertebrates
bcorhaw	btaegut	31.07675412	90.65420560747664	Vertebrates
bcorhaw	facirut	436.52744904	65.0	Vertebrates
bcorhaw	falosap	436.52744905000003	65.3061224489796	Vertebrates
bcorhaw	fbarbab	436.52744906500004	64.28571428571429	Vertebrates
bcorhaw	fdanrer	436.52744906500004	63.265306122448976	Vertebrates
bcorhaw	fpanhyp	436.52744905500003	68.47826086956522	Vertebrates
bcorhaw	fphogun	436.52744906500004	62.88659793814433	Vertebrates
bcorhaw	ftaubub	436.52744906500004	64.94845360824742	Vertebrates
bcorhaw	ftelbon	436.52744908	62.88659793814433	Vertebrates
bcorhaw	fthualb	436.52744906450005	65.97938144329896	Vertebrates
bcorhaw	fthumac	436.52744906450005	65.97938144329896	Vertebrates
bcorhaw	ftoxjac	436.52744906500004	65.97938144329896	Vertebrates
bcorhaw	ftratra	436.52744906500004	62.88659793814433	Vertebrates
bcorhaw	mcerela	321.31119018000004	67.67676767676768	Vertebrates
bcorhaw	mdicbic	321.31119018000004	70.70707070707071	Vertebrates
bcorhaw	melemax	321.31119018000004	65.65656565656566	Vertebrates
bcorhaw	mlemcat	321.31119019	67.67676767676768	Vertebrates
bcorhaw	mmelmel	321.31119018000004	68.04123711340206	Vertebrates
bcorhaw	morcorc	321.31119018000004	68.68686868686869	Vertebrates
bcorhaw	rviplat	286.66870526	62.637362637362635	Vertebrates
bgalgal	bporhoc	93.33076962	85.71428571428571	Vertebrates
bgalgal	btaegut	93.33076962	83.15789473684211	Vertebrates
bgalgal	facirut	436.52744903999996	65.59139784946237	Vertebrates
bgalgal	falosap	436.52744905	67.03296703296704	Vertebrates
bgalgal	fbarbab	436.527449065	60.43956043956044	Vertebrates
bgalgal	fdanrer	436.527449065	59.34065934065934	Vertebrates
bgalgal	fpanhyp	436.527449055	67.3913043478261	Vertebrates
bgalgal	fphogun	436.527449065	60.43956043956044	Vertebrates
bgalgal	ftaubub	436.527449065	61.95652173913044	Vertebrates
bgalgal	ftelbon	436.52744908	62.637362637362635	Vertebrates
bgalgal	fthualb	436.5274490645	63.73626373626374	Vertebrates
bgalgal	fthumac	436.5274490645	63.73626373626374	Vertebrates
bgalgal	ftoxjac	436.527449065	63.73626373626374	Vertebrates
bgalgal	ftratra	436.527449065	61.53846153846154	Vertebrates
bgalgal	mcerela	321.31119018000004	72.34042553191489	Vertebrates
bgalgal	mdicbic	321.31119018000004	73.40425531914893	Vertebrates
bgalgal	melemax	321.31119018000004	72.34042553191489	Vertebrates
bgalgal	mlemcat	321.31119019	72.34042553191489	Vertebrates
bgalgal	mmelmel	321.31119018000004	72.34042553191489	Vertebrates
bgalgal	morcorc	321.31119018000004	73.40425531914893	Vertebrates
bgalgal	rviplat	286.66870526	65.93406593406593	Vertebrates
bporhoc	btaegut	62.20376187	88.57142857142857	Vertebrates
bporhoc	facirut	436.52744904	66.17647058823529	Vertebrates
bporhoc	falosap	436.52744905000003	66.66666666666667	Vertebrates
bporhoc	fbarbab	436.52744906500004	65.15151515151516	Vertebrates
bporhoc	fdanrer	436.52744906500004	65.15151515151516	Vertebrates
bporhoc	fpanhyp	436.52744905500003	71.21212121212122	Vertebrates
bporhoc	fphogun	436.52744906500004	60.60606060606061	Vertebrates
bporhoc	ftaubub	436.52744906500004	65.15151515151516	Vertebrates
bporhoc	ftelbon	436.52744908	62.121212121212125	Vertebrates
bporhoc	fthualb	436.52744906450005	66.66666666666667	Vertebrates
bporhoc	fthumac	436.52744906450005	66.66666666666667	Vertebrates
bporhoc	ftoxjac	436.52744906500004	65.15151515151516	Vertebrates
bporhoc	ftratra	436.52744906500004	63.63636363636363	Vertebrates
bporhoc	mcerela	321.31119018000004	69.56521739130434	Vertebrates
bporhoc	mdicbic	321.31119018000004	71.01449275362319	Vertebrates
bporhoc	melemax	321.31119018000004	72.46376811594203	Vertebrates
bporhoc	mlemcat	321.31119019	71.01449275362319	Vertebrates
bporhoc	mmelmel	321.31119018000004	69.56521739130434	Vertebrates
bporhoc	morcorc	321.31119018000004	69.56521739130434	Vertebrates
bporhoc	rviplat	286.66870526	71.01449275362319	Vertebrates
btaegut	facirut	436.52744904	61.86440677966102	Vertebrates
btaegut	falosap	436.52744905000003	63.96396396396396	Vertebrates
btaegut	fbarbab	436.52744906500004	60.90909090909091	Vertebrates
btaegut	fdanrer	436.52744906500004	60.36036036036036	Vertebrates
btaegut	fpanhyp	436.52744905500003	68.47826086956522	Vertebrates
btaegut	fphogun	436.52744906500004	61.06194690265487	Vertebrates
btaegut	ftaubub	436.52744906500004	62.5	Vertebrates
btaegut	ftelbon	436.52744908	62.280701754385966	Vertebrates
btaegut	fthualb	436.52744906450005	63.392857142857146	Vertebrates
btaegut	fthumac	436.52744906450005	64.28571428571429	Vertebrates
btaegut	ftoxjac	436.52744906500004	62.5	Vertebrates
btaegut	ftratra	436.52744906500004	59.29203539823009	Vertebrates
btaegut	mcerela	321.31119018000004	64.15094339622641	Vertebrates
btaegut	mdicbic	321.31119018000004	68.86792452830188	Vertebrates
btaegut	melemax	321.31119018000004	63.793103448275865	Vertebrates
btaegut	mlemcat	321.31119019	63.20754716981132	Vertebrates
